Species2_eBird,mean_Tail.LengthF,mean_Tail.LengthM,Mass,Sex,Family2,Order2,Tarsus.Length,Wing.Length,Tail.Length,Tail.Length.2
Catamblyrhynchus diadema,67.25,70.875,14.1,Mean,Thraupidae,Passeriformes,21.2,65,69.8,69.8
Catamenia analis,53.57142857,55.6,12,Mean,Thraupidae,Passeriformes,17.3,65.5,54.4,54.4
Catamenia homochroa,53.66666667,58.8125,12.2,Mean,Thraupidae,Passeriformes,20.5,64.2,57.4,57.4
Catamenia inornata,61.38461538,61.9375,13.4,Mean,Thraupidae,Passeriformes,22.7,70.7,61,61
Cataponera turdoides,103,95,89.7,Mean,Turdidae,Passeriformes,36.5,110.2,101,101
Catharopeza bishopi,48.5,51.06666667,15.1,Mean,Parulidae,Passeriformes,22.6,66.6,50,50
Catharus aurantiirostris,61.83333333,57.5,29.8,Mean,Turdidae,Passeriformes,30.4,76.8,60.5,60.5
Catharus bicknelli,69,76.5,27.8,Mean,Turdidae,Passeriformes,27.7,91.2,72.8,72.8
Catharus dryas,NA,76,37.7,Mean,Turdidae,Passeriformes,35.3,90,76,76
Catharus frantzii,74.66666667,77.36363636,28.9,Mean,Turdidae,Passeriformes,33.1,86.3,75.9,75.9
Catharus fuscater,81,79.42857143,33.7,Mean,Turdidae,Passeriformes,33.3,88.4,78.9,78.9
Catharus fuscescens,67.66666667,71,31.9,Mean,Turdidae,Passeriformes,29.2,97,69.3,69.3
Catharus gracilirostris,63,64.33333333,21,Mean,Turdidae,Passeriformes,31.1,75.9,63.6,63.6
Catharus guttatus,64.625,70.2,30.1,Mean,Turdidae,Passeriformes,28.9,89,67.7,67.7
Catharus maculatus,73.75,76,37.7,Mean,Turdidae,Passeriformes,34.3,91.3,74.2,74.2
Catharus mexicanus,56,62.75,33,Mean,Turdidae,Passeriformes,29.5,89,63,63
Catharus minimus,69,71.75,31.6,Mean,Turdidae,Passeriformes,30,100.8,69.2,69.2
Catharus occidentalis,73.66666667,77,26.2,Mean,Turdidae,Passeriformes,31.3,88.6,75,75
Catharus ustulatus,67.95454545,69.07894737,30.3,Mean,Turdidae,Passeriformes,29.6,96.6,68.3,68.3
Catherpes mexicanus,56,56,12,Mean,Troglodytidae,Passeriformes,18.6,64.3,56,56
Catriscus brevirostris,78.5,77.5,15.7,Mean,Locustellidae,Passeriformes,18.6,59.1,78,78
Cecropis abyssinica,82.44,98.42,13.5,Mean,Hirundinidae,Passeriformes,12.5,108.1,92.4,92.4
Cecropis cucullata,91.2,98.36,27.1,Mean,Hirundinidae,Passeriformes,15.1,121.6,95.2,95.2
Cecropis daurica,95.14375,101.41875,22.2,Mean,Hirundinidae,Passeriformes,14.2,122.5,98.3,98.3
Cecropis hyperythra,66.55,73.2,22.2,Mean,Hirundinidae,Passeriformes,14.1,118.2,69.9,69.9
Cecropis semirufa,115,128.08,30.1,Mean,Hirundinidae,Passeriformes,15.1,126.9,119.1,119.1
Cecropis senegalensis,116.45,113.95,45.4,Mean,Hirundinidae,Passeriformes,18.2,146.2,115.2,115.2
Cecropis striolata,88.4,86.525,22.2,Mean,Hirundinidae,Passeriformes,14.5,120.8,87.5,87.5
Celebesia abbotti,91.5,91.9,68,Mean,Campephagidae,Passeriformes,26.2,110.1,90.5,90.5
Celebesia parvula,NA,113,68,Mean,Campephagidae,Passeriformes,24.6,147,113,113
Centronyx bairdii,42.5,42.66666667,18.1,Mean,Passerellidae,Passeriformes,22.6,65.6,42.6,42.6
Centronyx henslowii,50.625,49.4,12.8,Mean,Passerellidae,Passeriformes,16.7,54.7,49.9,49.9
Cephalopterus glabricollis,118,118.6666667,379.5,Mean,Cotingidae,Passeriformes,40.4,233,118.4,118.4
Cephalopterus ornatus,155.2571429,168.7166667,380,Mean,Cotingidae,Passeriformes,47.2,259.6,160.2,160.2
Cephalopterus penduliger,128.5,145.3333333,338,Mean,Cotingidae,Passeriformes,45.2,249.6,138.6,138.6
Cephalopyrus flammiceps,31,33.66666667,7,Mean,Paridae,Passeriformes,12.5,59.5,32.3,32.3
Ceratopipra chloromeros,27.7,24.9875,16.5,Mean,Pipridae,Passeriformes,15.9,60.6,26.2,26.2
Ceratopipra cornuta,44.5,43.5,25.3,Mean,Pipridae,Passeriformes,17.4,65.1,44,44
Ceratopipra erythrocephala,22.2,20.375,13.4,Mean,Pipridae,Passeriformes,15,59,21.1,21.1
Ceratopipra mentalis,28.66666667,27.5,15,Mean,Pipridae,Passeriformes,14.7,58.5,28,28
Ceratopipra rubrocapilla,31.855,31.1030303,12,Mean,Pipridae,Passeriformes,12.6,61.2,31.4,31.4
Cercomacra brasiliana,76,71.4,12,Mean,Thamnophilidae,Passeriformes,20.5,59.8,71.4,71.4
Cercomacra carbonaria,62,71.15,14.5,Mean,Thamnophilidae,Passeriformes,23.8,65.4,70.3,70.3
Cercomacra cinerascens,63.51666667,68.31428571,14.3,Mean,Thamnophilidae,Passeriformes,20,62.8,66.1,66.1
Cercomacra ferdinandi,68.56666667,73.125,15,Mean,Thamnophilidae,Passeriformes,21.9,68.5,71.8,71.8
Cercomacra manu,64,74,18.1,Mean,Thamnophilidae,Passeriformes,23.1,70.5,71.5,71.5
Cercomacra melanaria,74.1,76.7,19,Mean,Thamnophilidae,Passeriformes,26,70.2,76.2,76.2
Cercomacra nigricans,64.5,66.83333333,16.6,Mean,Thamnophilidae,Passeriformes,23,65.4,66.4,66.4
Cercomacroides fuscicauda,71.4,71,16.5,Mean,Thamnophilidae,Passeriformes,24,64,71.2,71.2
Cercomacroides laeta,52.95,55.48333333,16,Mean,Thamnophilidae,Passeriformes,21.8,59,54,54
Cercomacroides nigrescens,62.20909091,65.41666667,16.5,Mean,Thamnophilidae,Passeriformes,23.6,65,63.9,63.9
Cercomacroides parkeri,63.6,67.66,17.2,Mean,Thamnophilidae,Passeriformes,22.8,63.2,65.2,65.2
Cercomacroides serva,56.8,59.28,17,Mean,Thamnophilidae,Passeriformes,22.4,63.9,58.2,58.2
Cercomacroides tyrannina,53.46,63.23333333,16.3,Mean,Thamnophilidae,Passeriformes,22.4,62.7,60.4,60.4
Cercotrichas barbata,64.5,70.5,25.6,Mean,Muscicapidae,Passeriformes,26.2,81.5,67.4,67.4
Cercotrichas coryphoeus,69,74.5,20.4,Mean,Muscicapidae,Passeriformes,28.6,73.4,71.8,71.8
Cercotrichas galactotes,68.5,72.5,20.3,Mean,Muscicapidae,Passeriformes,24,85.7,70.5,70.5
Cercotrichas hartlaubi,62,64.5,19.2,Mean,Muscicapidae,Passeriformes,26,62.4,63.2,63.2
Cercotrichas leucophrys,61,65.6,16.5,Mean,Muscicapidae,Passeriformes,24,67.3,63.9,63.9
Cercotrichas leucosticta,64.5,69,25.4,Mean,Muscicapidae,Passeriformes,24.8,72.5,66.8,66.8
Cercotrichas paena,70,67.5,19.7,Mean,Muscicapidae,Passeriformes,26.2,67.9,68.8,68.8
Cercotrichas podobe,100,110.3333333,23.9,Mean,Muscicapidae,Passeriformes,27.8,86.6,106.2,106.2
Cercotrichas quadrivirgata,65.5,74.66666667,26.1,Mean,Muscicapidae,Passeriformes,26.7,79.6,71,71
Cercotrichas signata,79,79.5,38.2,Mean,Muscicapidae,Passeriformes,27.9,84,80.2,80.2
Certhia americana,64,62.66666667,8.1,Mean,Certhiidae,Passeriformes,14.2,63.6,63.3,63.3
Certhia brachydactyla,61.375,53.6,8.2,Mean,Certhiidae,Passeriformes,14.9,62.1,57.1,57.1
Certhia discolor,76,81.33333333,10.4,Mean,Certhiidae,Passeriformes,16.8,68.8,79.2,79.2
Certhia familiaris,59.5,60.57692308,9,Mean,Certhiidae,Passeriformes,14.6,64.5,60.3,60.3
Certhia himalayana,67.5,68,8.8,Mean,Certhiidae,Passeriformes,15.2,68.7,67.8,67.8
Certhia hodgsoni,51.5,56.16666667,9,Mean,Certhiidae,Passeriformes,15.3,63.4,54.3,54.3
Certhia nipalensis,78,82.66666667,11.1,Mean,Certhiidae,Passeriformes,19.4,69.8,80.8,80.8
Certhia tianquanensis,67,66.33333333,9,Mean,Certhiidae,Passeriformes,13.7,64.5,66.5,66.5
Certhiasomus stictolaemus,78.66666667,87.5,18.5,Mean,Furnariidae,Passeriformes,19.8,81.5,82.2,82.2
Certhiaxis cinnamomeus,67,72,15.2,Mean,Furnariidae,Passeriformes,18.5,59.3,62.2,62.2
Certhiaxis mustelinus,NA,60,15,Mean,Furnariidae,Passeriformes,19.3,56.3,53.8,53.8
Certhidea fusca,NA,35,8,Mean,Thraupidae,Passeriformes,19.7,50.5,37,37
Certhidea olivacea,30.5,36.25,9.5,Mean,Thraupidae,Passeriformes,20.6,51.8,34.3,34.3
Certhilauda chuana,70,74,44.1,Mean,Alaudidae,Passeriformes,26.8,99.3,72.7,72.7
Certhilauda curvirostris,72.5,78.8,40.4,Mean,Alaudidae,Passeriformes,25.9,102.5,75.3,75.3
Certhilauda semitorquata,72,76.66666667,40.4,Mean,Alaudidae,Passeriformes,27.2,103,74.8,74.8
Certhilauda subcoronata,74,80.08333333,40.4,Mean,Alaudidae,Passeriformes,27.3,103.8,78.1,78.1
Certhionyx variegatus,65.66666667,66.5,26.3,Mean,Meliphagidae,Passeriformes,20.9,84.8,63.1,63.1
Cettia brunnifrons,41,45.5,7.3,Mean,Scotocercidae,Passeriformes,18.2,45.4,43.2,43.2
Cettia castaneocoronata,24.5,21.66666667,8.9,Mean,Scotocercidae,Passeriformes,21.4,48,22.8,22.8
Cettia cetti,53.625,61.8,13.2,Mean,Scotocercidae,Passeriformes,20.3,60.6,58.2,58.2
Cettia major,45.5,49.33333333,9.7,Mean,Scotocercidae,Passeriformes,23.8,62.3,47.8,47.8
Chaetops aurantius,85.5,93,54.1,Mean,Chaetopidae,Passeriformes,36.3,88,90,90
Chaetorhynchus papuensis,92.66666667,95.125,37.2,Mean,Rhipiduridae,Passeriformes,20,109,94.5,94.5
Chalcomitra adelberti,36,37.33333333,9.8,Mean,Nectariniidae,Passeriformes,15.4,60.7,36.8,36.8
Chalcomitra amethystina,39.5625,44.65,13.7,Mean,Nectariniidae,Passeriformes,15.6,65.1,42.1,42.1
Chalcomitra balfouri,45.5,51.5,11,Mean,Nectariniidae,Passeriformes,19.2,59.8,47.5,47.5
Chalcomitra fuliginosa,41.5,43.66666667,11.9,Mean,Nectariniidae,Passeriformes,16.3,65.6,42.8,42.8
Chalcomitra hunteri,42,46.5,11.8,Mean,Nectariniidae,Passeriformes,17,66.8,44.5,44.5
Chalcomitra rubescens,39,42.44444444,10.3,Mean,Nectariniidae,Passeriformes,15.9,64.6,41.8,41.8
Chalcomitra senegalensis,43.58333333,48.16666667,12.2,Mean,Nectariniidae,Passeriformes,16.3,67.3,46.3,46.3
Chalcoparia singalensis,40.75,44.4,8.2,Mean,Nectariniidae,Passeriformes,16.1,51.9,42.8,42.8
Chalcothraupis ruficervix,42.5,49,19,Mean,Thraupidae,Passeriformes,16.7,75,47,47
Chamaea fasciata,85,82.33333333,14.7,Mean,Sylviidae,Passeriformes,24.9,58,83.4,83.4
Chamaetylas choloensis,NA,73,41.3,Mean,Muscicapidae,Passeriformes,28.7,96,73,73
Chamaetylas fuelleborni,73.5,75.66666667,52,Mean,Muscicapidae,Passeriformes,34.1,105.5,76.7,76.7
Chamaetylas poliocephala,57,59.2,32.4,Mean,Muscicapidae,Passeriformes,27,86.7,56.9,56.9
Chamaetylas poliophrys,68,66.33333333,35.2,Mean,Muscicapidae,Passeriformes,25.8,93,67,67
Chamaeza campanisona,65.15,62.38888889,90.6,Mean,Formicariidae,Passeriformes,38.2,97.7,63.8,63.8
Chamaeza meruloides,72.33333333,NA,69,Mean,Formicariidae,Passeriformes,36.7,87,72,72
Chamaeza mollissima,66.425,65.5,72,Mean,Formicariidae,Passeriformes,37.1,89.5,66.2,66.2
Chamaeza nobilis,59.83333333,58.48333333,123,Mean,Formicariidae,Passeriformes,39.1,106,59.4,59.4
Chamaeza ruficauda,81,75,71.2,Mean,Formicariidae,Passeriformes,36.2,87.9,74.9,74.9
Chamaeza turdina,66.05,61.7,68.3,Mean,Formicariidae,Passeriformes,36.7,89,64,64
Charitospiza eucosma,44.3,45.55,10.5,Mean,Thraupidae,Passeriformes,15.9,57,45.1,45.1
Chasiempis ibidis,65.5,60.875,13.1,Mean,Monarchidae,Passeriformes,23,68.5,61.8,61.8
Chasiempis sandwichensis,65,60.77777778,13.7,Mean,Monarchidae,Passeriformes,23.3,73.7,61.5,61.5
Chasiempis sclateri,57.1,60.61428571,12.9,Mean,Monarchidae,Passeriformes,24.9,68.8,59.8,59.8
Chelidorhynx hypoxanthus,59,57.4,6,Mean,Stenostiridae,Passeriformes,13.7,54.9,57.9,57.9
Chenorhamphus campbelli,46,NA,12.5,Mean,Maluridae,Passeriformes,21,53.5,49.2,49.2
Chenorhamphus grayi,50,56,12.5,Mean,Maluridae,Passeriformes,24.2,59.7,53.1,53.1
Cheramoeca leucosterna,75.425,73.06,14.1,Mean,Hirundinidae,Passeriformes,14.1,101.6,72.9,72.9
Chersomanes albofasciata,44.5,53.66666667,24.6,Mean,Alaudidae,Passeriformes,27.3,86.2,50,50
Chersomanes beesleyi,33,39,24.6,Mean,Alaudidae,Passeriformes,25.8,77.2,37.5,37.5
Chersophilus duponti,62,67,39.4,Mean,Alaudidae,Passeriformes,22.3,95.7,64.5,64.5
Chiroxiphia boliviana,44.5,47.28181818,17.1,Mean,Pipridae,Passeriformes,18.3,68,45.6,45.6
Chiroxiphia caudata,54.46,61.2,25.6,Mean,Pipridae,Passeriformes,19.8,75.9,57.8,57.8
Chiroxiphia lanceolata,44,53.33333333,18.5,Mean,Pipridae,Passeriformes,18.1,70.2,48.7,48.7
Chiroxiphia linearis,59.5,157.3333333,17.4,Mean,Pipridae,Passeriformes,17.5,68.9,118.2,118.2
Chiroxiphia pareola,34.955,34.14473684,16.8,Mean,Pipridae,Passeriformes,17.8,69.4,34.4,34.4
Chlamydera cerviniventris,112.6,113,156.4,Mean,Ptilonorhynchidae,Passeriformes,39.8,143.7,112.9,112.9
Chlamydera guttata,93.25,91.875,136,Mean,Ptilonorhynchidae,Passeriformes,39.3,141.6,92.6,92.6
Chlamydera lauterbachi,102,108,123.2,Mean,Ptilonorhynchidae,Passeriformes,37.3,127.2,105,105
Chlamydera maculata,110,109.3333333,140,Mean,Ptilonorhynchidae,Passeriformes,39.8,145.5,109.5,109.5
Chlamydera nuchalis,141.35,144.875,200.4,Mean,Ptilonorhynchidae,Passeriformes,47.5,172.8,142.5,142.5
Chlamydochaera jefferyi,96,101.5,65.1,Mean,Turdidae,Passeriformes,25.8,110.8,98.8,98.8
Chleuasicus atrosuperciliaris,78,77.83333333,16.8,Mean,Sylviidae,Passeriformes,25,69.5,77.9,77.9
Chloebia gouldiae,39,57.33333333,13.8,Mean,Estrildidae,Passeriformes,14.9,64.2,46.2,46.2
Chloris ambigua,43.75,47.33333333,15.5,Mean,Fringillidae,Passeriformes,14.4,78.1,45.9,45.9
Chloris chloris,53.875,55.66666667,26,Mean,Fringillidae,Passeriformes,17.3,85.3,55.7,55.7
Chloris monguilloti,49.5,47.66666667,15.5,Mean,Fringillidae,Passeriformes,14.6,75.7,48.4,48.4
Chloris sinica,46,49.5,18.6,Mean,Fringillidae,Passeriformes,14.5,76.1,48.3,48.3
Chloris spinoides,46,47.33333333,18.6,Mean,Fringillidae,Passeriformes,15.4,77.1,46.8,46.8
Chlorochrysa calliparaea,40.5,43.6,17,Mean,Thraupidae,Passeriformes,18.6,70.1,43,43
Chlorochrysa nitidissima,40.35,45.4,18.6,Mean,Thraupidae,Passeriformes,18.1,66.9,43.6,43.6
Chlorochrysa phoenicotis,39,40.66666667,21.8,Mean,Thraupidae,Passeriformes,21.6,73.5,40.2,40.2
Chlorocichla falkensteini,85,89.66666667,31.7,Mean,Pycnonotidae,Passeriformes,21,92.4,87.8,87.8
Chlorocichla flaviventris,92.75,97.5,39.4,Mean,Pycnonotidae,Passeriformes,24,101.3,96.4,96.4
Chlorocichla laetissima,97.5,101.25,50.2,Mean,Pycnonotidae,Passeriformes,21.6,105,100.6,100.6
Chlorocichla prigoginei,NA,95,45.3,Mean,Pycnonotidae,Passeriformes,18.2,96,95,95
Chlorocichla simplex,91,96.33333333,46.4,Mean,Pycnonotidae,Passeriformes,25.3,100.6,94,94
Chlorodrepanis flava,40.5,44.5,12.6,Mean,Fringillidae,Passeriformes,20.5,62,42.5,42.5
Chlorodrepanis stejnegeri,40.5,41,16.6,Mean,Fringillidae,Passeriformes,21.8,65.7,40.7,40.7
Chlorodrepanis virens,40.5,47.25,13.7,Mean,Fringillidae,Passeriformes,21.6,65.3,45,45
Chlorophanes spiza,46.16363636,49.37619048,19,Mean,Thraupidae,Passeriformes,18.9,68.3,48.2,48.2
Chlorophonia callophrys,42.75,45,25.8,Mean,Fringillidae,Passeriformes,17.5,75.8,43.5,43.5
Chlorophonia cyanea,33.16666667,36.5,14,Mean,Fringillidae,Passeriformes,14.7,62.3,35,35
Chlorophonia cyanocephala,37.42857143,38.08333333,14,Mean,Fringillidae,Passeriformes,14.5,64.2,37.8,37.8
Chlorophonia elegantissima,38.25,39.66666667,15,Mean,Fringillidae,Passeriformes,14.3,66.7,39.1,39.1
Chlorophonia flavirostris,30,28,11,Mean,Fringillidae,Passeriformes,13.9,57.2,28.5,28.5
Chlorophonia musica,35.66666667,38,14.7,Mean,Fringillidae,Passeriformes,15,63.8,36.8,36.8
Chlorophonia occipitalis,39.75,46.66666667,25.8,Mean,Fringillidae,Passeriformes,17.8,76.7,43.9,43.9
Chlorophonia pyrrhophrys,39,43,17,Mean,Fringillidae,Passeriformes,16.8,67,41,41
Chloropipo flavicapilla,NA,49,17.8,Mean,Pipridae,Passeriformes,16.1,76.3,49.8,49.8
Chloropipo unicolor,44.75,47.5,15.5,Mean,Pipridae,Passeriformes,14.9,72.2,46.3,46.3
Chloropsis aurifrons,70.5,69.33333333,32.3,Mean,Chloropseidae,Passeriformes,19.8,94.4,69.8,69.8
Chloropsis cochinchinensis,70,65.2,24.5,Mean,Chloropseidae,Passeriformes,17.6,80.1,67,67
Chloropsis cyanopogon,63.33333333,62.66666667,22,Mean,Chloropseidae,Passeriformes,18.9,81.9,63,63
Chloropsis flavipennis,69,NA,35.4,Mean,Chloropseidae,Passeriformes,18.3,90.7,74.7,74.7
Chloropsis hardwickii,72,71,32.3,Mean,Chloropseidae,Passeriformes,17.6,93.6,71.4,71.4
Chloropsis jerdoni,73.625,70.66666667,24.5,Mean,Chloropseidae,Passeriformes,18.8,84.6,72.8,72.8
Chloropsis kinabaluensis,68,74,24.5,Mean,Chloropseidae,Passeriformes,19.9,92,71.6,71.6
Chloropsis media,75,69,32.3,Mean,Chloropseidae,Passeriformes,18.6,88.5,72,72
Chloropsis palawanensis,61,65,30.3,Mean,Chloropseidae,Passeriformes,19.5,87,63.4,63.4
Chloropsis sonnerati,68,73,45.8,Mean,Chloropseidae,Passeriformes,21.2,100.6,71,71
Chloropsis venusta,47,54,22,Mean,Chloropseidae,Passeriformes,16,70.2,52.2,52.2
Chlorornis riefferii,85.4,88.2,53,Mean,Thraupidae,Passeriformes,29.3,106.9,87.2,87.2
Chlorospingus canigularis,53.71666667,59.1,18,Mean,Passerellidae,Passeriformes,18.9,69.2,55.6,55.6
Chlorospingus flavigularis,60.5,61,25.6,Mean,Passerellidae,Passeriformes,21.3,79.3,61.6,61.6
Chlorospingus flavopectus,60.45833333,66.44,20,Mean,Passerellidae,Passeriformes,21.4,67.3,63.8,63.8
Chlorospingus inornatus,57,59.66666667,28,Mean,Passerellidae,Passeriformes,26.5,76.9,59,59
Chlorospingus parvirostris,60.66666667,64.5,24,Mean,Passerellidae,Passeriformes,22,71.5,58.9,58.9
Chlorospingus pileatus,58.5,59,21,Mean,Passerellidae,Passeriformes,21.2,65,58.8,58.8
Chlorospingus semifuscus,51,56.33333333,19,Mean,Passerellidae,Passeriformes,22.3,69.2,54.2,54.2
Chlorospingus tacarcunae,52.5,52.75,18.9,Mean,Passerellidae,Passeriformes,19.9,63.9,52.6,52.6
Chlorothraupis carmioli,64.35555556,65.56666667,37.6,Mean,Cardinalidae,Passeriformes,22.6,87,65.1,65.1
Chlorothraupis olivacea,NA,67.33333333,39,Mean,Cardinalidae,Passeriformes,22.3,90.5,66.2,66.2
Chlorothraupis stolzmanni,64.575,65.22,38.8,Mean,Cardinalidae,Passeriformes,23.2,89.6,64.8,64.8
Cholornis paradoxus,110.25,94,35,Mean,Sylviidae,Passeriformes,29.3,91.2,107,107
Cholornis unicolor,112,107.75,34,Mean,Sylviidae,Passeriformes,28.5,87.9,110.3,110.3
Chondestes grammacus,61.5,66.16666667,29,Mean,Passerellidae,Passeriformes,20.1,85.5,64.3,64.3
Chrysocorythus estherae,NA,54,12,Mean,Fringillidae,Passeriformes,14.8,67,54,54
Chrysomma altirostre,91,90.66666667,20,Mean,Sylviidae,Passeriformes,24.9,60,90.8,90.8
Chrysomma sinense,79.9,88.33333333,17.2,Mean,Sylviidae,Passeriformes,25.3,65.1,81.8,81.8
Chrysomus icterocephalus,63.5,72.33333333,30.7,Mean,Icteridae,Passeriformes,27.4,85.6,68.8,68.8
Chrysomus ruficapillus,62.75,69.4,32,Mean,Icteridae,Passeriformes,25.8,89.6,66.4,66.4
Chrysothlypis chrysomelas,39.5,46.5,13,Mean,Thraupidae,Passeriformes,16.3,61.5,43,43
Chrysothlypis salmoni,33,49,12.5,Mean,Thraupidae,Passeriformes,16.1,63.4,45.8,45.8
Cichladusa arquata,89,89,34.2,Mean,Muscicapidae,Passeriformes,26.2,87,89,89
Cichladusa guttata,78.5,86,23.1,Mean,Muscicapidae,Passeriformes,25.8,84.4,82.7,82.7
Cichladusa ruficauda,80,80.66666667,28.5,Mean,Muscicapidae,Passeriformes,24.9,85.7,80.4,80.4
Cichlocolaptes leucophrus,80.08,82.5375,50,Mean,Furnariidae,Passeriformes,22.6,91.2,82.1,82.1
Cichlopsis leucogenys,104,98,53.8,Mean,Turdidae,Passeriformes,22.7,105.4,100.4,100.4
Cinclidium frontale,97,90,25.4,Mean,Muscicapidae,Passeriformes,35.3,82.4,86.5,86.5
Cinclocerthia gutturalis,95,91,69.2,Mean,Mimidae,Passeriformes,30.4,103.1,89.4,89.4
Cinclocerthia ruficauda,80,82,55,Mean,Mimidae,Passeriformes,28.5,98,81.2,81.2
Cinclodes albidiventris,74.5,71.9,30,Mean,Furnariidae,Passeriformes,28.3,97.4,72.4,72.4
Cinclodes albiventris,70.5,70.66,30,Mean,Furnariidae,Passeriformes,26.5,94.2,71.4,71.4
Cinclodes antarcticus,81.5,78,63.2,Mean,Furnariidae,Passeriformes,26.6,109.7,80,80
Cinclodes aricomae,NA,82.45,50,Mean,Furnariidae,Passeriformes,29.5,110.1,81,81
Cinclodes atacamensis,82.625,86.5,53,Mean,Furnariidae,Passeriformes,31.3,110.4,84.6,84.6
Cinclodes comechingonus,69,73,28.3,Mean,Furnariidae,Passeriformes,23.4,88.1,71,71
Cinclodes excelsior,85.5,86.66666667,64,Mean,Furnariidae,Passeriformes,32.2,112.7,86.9,86.9
Cinclodes fuscus,72.25,72,30,Mean,Furnariidae,Passeriformes,25,97.2,72.1,72.1
Cinclodes nigrofumosus,90.5,NA,65,Mean,Furnariidae,Passeriformes,31.5,114.6,88,88
Cinclodes oustaleti,NA,69.96666667,30.5,Mean,Furnariidae,Passeriformes,24.7,92.6,69.8,69.8
Cinclodes pabsti,93,88.93333333,53,Mean,Furnariidae,Passeriformes,30.6,106.6,92,92
Cinclodes palliatus,NA,98.25,103.9,Mean,Furnariidae,Passeriformes,36.4,130.9,98.2,98.2
Cinclodes patagonicus,78,76,30.7,Mean,Furnariidae,Passeriformes,28.5,99.6,76.5,76.5
Cinclodes taczanowskii,85,88.33333333,64.5,Mean,Furnariidae,Passeriformes,30,113.6,87,87
Cincloramphus bivittatus,73.5,79.5,30,Mean,Locustellidae,Passeriformes,23.2,64.2,76.5,76.5
Cincloramphus cruralis,76.5,101.6666667,49.2,Mean,Locustellidae,Passeriformes,34.3,94.3,86.4,86.4
Cincloramphus grosvenori,56.6,NA,54,Mean,Locustellidae,Passeriformes,31.4,67.5,56.6,56.6
Cincloramphus macrurus,99.66666667,107.8,21.6,Mean,Locustellidae,Passeriformes,25.3,69,104.8,104.8
Cincloramphus mariei,93,93.66666667,25,Mean,Locustellidae,Passeriformes,24.7,69,93.4,93.4
Cincloramphus mathewsi,69.5,82,29.3,Mean,Locustellidae,Passeriformes,25.7,86.2,78.4,78.4
Cincloramphus rubiginosus,75,NA,41.2,Mean,Locustellidae,Passeriformes,28.2,71.8,75,75
Cincloramphus rufus,NA,80,26,Mean,Locustellidae,Passeriformes,30.1,73.8,77.5,77.5
Cincloramphus timoriensis,NA,77.5,21.6,Mean,Locustellidae,Passeriformes,22,58.8,78.8,78.8
Cincloramphus whitneyi,63,64,36,Mean,Locustellidae,Passeriformes,26.1,63.2,63.2,63.2
Cinclosoma ajax,90.5,93.25,65.3,Mean,Cinclosomatidae,Passeriformes,32.9,99,92.3,92.3
Cinclosoma alisteri,71,NA,54.9,Mean,Cinclosomatidae,Passeriformes,26.6,82,71,71
Cinclosoma castaneothorax,91.25,91.71428571,62.4,Mean,Cinclosomatidae,Passeriformes,28.8,94.4,91.5,91.5
Cinclosoma castanotum,94,NA,73.3,Mean,Cinclosomatidae,Passeriformes,29.1,100.8,101.3,101.3
Cinclosoma cinnamomeum,80.8,80.91666667,56.1,Mean,Cinclosomatidae,Passeriformes,27.2,86.6,80.9,80.9
Cinclosoma clarum,103,107,73.3,Mean,Cinclosomatidae,Passeriformes,30.7,97.8,101,101
Cinclosoma punctatum,114.6666667,112,113.3,Mean,Cinclosomatidae,Passeriformes,33.1,110.3,114.3,114.3
Cinclus cinclus,48.5,52.125,61.5,Mean,Cinclidae,Passeriformes,28.4,88.9,50.1,50.1
Cinclus leucocephalus,49.16666667,48.9,44,Mean,Cinclidae,Passeriformes,28.7,85.6,49,49
Cinclus mexicanus,51,52.33333333,56.7,Mean,Cinclidae,Passeriformes,29.8,89.1,51.8,51.8
Cinclus pallasii,62,70.6,76,Mean,Cinclidae,Passeriformes,30.1,102.4,68.1,68.1
Cinclus schulzii,42,44,37.6,Mean,Cinclidae,Passeriformes,27.4,75.6,43.8,43.8
Cinnycerthia fulva,49,52,16.5,Mean,Troglodytidae,Passeriformes,23.8,55.6,54.7,54.7
Cinnycerthia olivascens,67,70,24.4,Mean,Troglodytidae,Passeriformes,25.3,66.6,65.9,65.9
Cinnycerthia peruana,58.75,58,19.5,Mean,Troglodytidae,Passeriformes,25.2,59.8,59.3,59.3
Cinnycerthia unirufa,69,67.7,29.4,Mean,Troglodytidae,Passeriformes,26.9,73.6,71.6,71.6
Cinnyricinclus leucogaster,58.92857143,63.14285714,44,Mean,Sturnidae,Passeriformes,20.9,105.1,61,61
Cinnyris afer,48,53,11.1,Mean,Nectariniidae,Passeriformes,18.2,63.6,51,51
Cinnyris asiaticus,33.5,35.33333333,8.1,Mean,Nectariniidae,Passeriformes,14.6,55,35.1,35.1
Cinnyris batesi,27,32,6.3,Mean,Nectariniidae,Passeriformes,15.2,48.1,29.5,29.5
Cinnyris bifasciatus,33,36.5,7.2,Mean,Nectariniidae,Passeriformes,15.6,52.2,34.8,34.8
Cinnyris bouvieri,35.5,41.66666667,8.7,Mean,Nectariniidae,Passeriformes,16.6,55.9,39.2,39.2
Cinnyris buettikoferi,34.5,33.5,9,Mean,Nectariniidae,Passeriformes,15.2,50.2,34,34
Cinnyris chalcomelas,38,44,8.2,Mean,Nectariniidae,Passeriformes,15.9,58.2,41,41
Cinnyris chalybeus,40,44,7.7,Mean,Nectariniidae,Passeriformes,17.3,52,42.4,42.4
